Disease,Protein
D114480,Q13190
D114480,P15336
D114480,Q9NTJ4
D114480,Q86V85
D114480,Q02556
D114480,Q9UBP0
D114480,Q5VTJ3
D114480,Q8TDZ2
D114480,P09603
D114480,Q6YHK3
D114480,P52429
D114480,O15015
D114480,Q14145
D114480,Q99490
D114480,Q8WXH0
D114480,P19876
D114480,P01574
D114480,Q9UBN4
D114480,P67809
D114480,Q96JC1
D114480,P13631
D114480,Q8IU80
D114480,Q93100
D114480,P54278
D114480,O43900
D114480,Q9H6R7
D114480,P19022
D114480,Q6UXC1
D114480,Q15678
D114480,P21860
D114480,Q9ULJ6
D114480,P48552
D114480,P49454
D114480,P24593
D114480,Q96S52
D114480,P56945
D114480,Q14112
D114480,P06729
D114480,Q96T17
D114480,P10721
D114480,P28336
D114480,Q9UM73
D114480,Q69YU3
D114480,Q70EL1
D114480,O14817
D114480,P58166
D114480,Q9ULW8
D114480,O43175
D114480,Q9BX66
D114480,Q15303
D114480,O75443
D114480,Q9NZC7
D114480,Q02161
D114480,P48378
D114480,P34896
D114480,O00337
D114480,Q92997
D114480,Q99946
D114480,P21145
D114480,O60315
D114480,Q6P4F7
D114480,Q5VST9
D114480,Q9Y2Q9
D114480,P01036
D114480,P04275
D114480,P19883
D114480,Q68DK2
D114480,O43542
D114480,P12931
D114480,Q96JM7
D114480,Q86YW5
D114480,Q9NR80
D114480,Q92698
D114480,P33151
D114480,O75815
D114480,Q13952
D114480,Q60I27
D114480,P07900
D114480,Q9Y2L5
D114480,P26358
D114480,P10144
D114480,P33241
D114480,P78410
D114480,P46934
D114480,Q15526
D114480,Q13233
D114480,Q9Y5F9
D114480,A6NEE1
D114480,O75376
D114480,P21810
D114480,P19875
D114480,Q8TDG4
D114480,P07203
D114480,Q8TDI0
D114480,O75841
D114480,Q13615
D114480,P56645
D114480,P06276
D114480,P30622
D114480,Q6T4R5
D114480,Q6UVM3
D114480,Q9H0D2
D114480,Q70YC5
D114480,Q8WVT3
D114480,Q15910
D114480,P23219
D114480,A6NMS7
D114480,Q9BYW2
D114480,Q9UHR6
D114480,P51825
D114480,Q93074
D114480,Q8N9I9
D114480,P17861
D114480,Q9NTK1
D114480,Q96EP5
D114480,O76070
D114480,P56524
D114480,P10451
D114480,Q96JP0
D114480,O14939
D114480,P46781
D114480,P29474
D114480,P50747
D114480,Q9Y6K1
D114480,P35228
D114480,P32320
D114480,P62807
D114480,P47736
D114480,Q13951
D114480,Q8IWW8
D114480,P11309
D114480,Q6UWZ7
D114480,O75129
D114480,Q16643
D114480,Q9UKF6
D114480,P50591
D114480,P09466
D114480,Q16821
D114480,Q96EB6
D114480,P48061
D114480,Q09472
D114480,P28702
D114480,P49767
D114480,P0DMV9
D114480,Q5VZ66
D114480,O60814
D114480,Q12888
D114480,Q7Z572
D114480,P62701
D114480,P81133
D114480,P51398
D114480,Q9BT40
D114480,O43310
D114480,P15036
D114480,Q9HBX8
D114480,P35348
D114480,Q86VI1
D114480,Q9NTM9
D114480,P08254
D114480,Q9Y6L6
D114480,A3KN83
D114480,Q8TAX9
D114480,P60410
D114480,Q6P1M3
D114480,P12644
D114480,O95359
D114480,O43805
D114480,Q9NPG8
D114480,Q86UW8
D114480,O95714
D114480,Q12882
D114480,P08620
D114480,O60244
D114480,Q14CZ7
D114480,O43166
D114480,Q92826
D114480,P09601
D114480,P02489
D114480,Q8IUE6
D114480,O43623
D114480,Q02763
D114480,P17948
D114480,P01584
D114480,Q9Y6N7
D114480,O95382
D114480,P23468
D114480,Q96MH7
D114480,P11310
D114480,Q8N7W2
D114480,P31277
D114480,P10276
D114480,P46937
D114480,P81408
D114480,P34998
D114480,P21980
D114480,Q99575
D114480,Q13490
D114480,Q93084
D114480,Q8NFD5
D114480,O75072
D114480,Q8NGS0
D114480,Q96MF7
D114480,P19544
D114480,Q96RD9
D114480,Q13361
D114480,Q15477
D114480,Q5T4W7
D114480,Q8NFH8
D114480,Q9BY67
D114480,Q9NRP0
D114480,Q8NEQ6
D114480,Q08050
D114480,Q9P2U8
D114480,Q6NYC1
D114480,O00408
D114480,Q0VDF9
D114480,P46063
D114480,Q8WVY7
D114480,Q16548
D114480,Q01973
D114480,Q15906
D114480,Q9NYV9
D114480,P49746
D114480,Q9HAW4
D114480,Q9UNI1
D114480,P17026
D114480,Q8WWP7
D114480,P42898
D114480,Q96BI1
D114480,P36952
D114480,P17482
D114480,O15297
D114480,O75152
D114480,O15405
D114480,Q8IZF3
D114480,O95863
D114480,P00374
D114480,P60891
D114480,P11172
D114480,O43502
D114480,Q86YR7
D114480,P15056
D114480,P21815
D114480,Q9NTG1
D114480,Q5H9F3
D114480,O43504
D114480,P00533
D114480,Q02297
D114480,Q8NEM0
D114480,Q9UM47
D114480,P49765
D114480,P26927
D114500,O15197
D114500,Q92823
D114500,P10915
D114500,O14795
D114500,Q9BYU1
D114500,P98175
D114500,Q8IUA7
D114500,P11532
D114500,Q9UPW5
D114500,Q86UQ4
D114500,Q13948
D114500,Q9UI08
D114500,O00341
D114500,O14645
D114500,P39748
D114500,Q9Y5X2
D114500,Q13643
D114500,O14775
D114500,Q9UNQ0
D114500,Q9BXA9
D114500,Q8IVM8
D114500,Q96PU4
D114500,Q96KW9
D114500,Q7Z5B4
D114500,Q9H2A9
D114500,P22607
D114500,P15923
D114500,P57729
D114500,P31749
D114500,P16444
D114500,Q9NPD5
D114500,Q96E52
D114500,Q6N021
D114500,Q02641
D114500,P01116
D114500,Q9ULZ3
D114500,P43694
D114500,Q9UKZ4
D114500,Q86UK5
D114500,Q14191
D114500,Q8IZD6
D114500,O75081
D114500,P08253
D114500,Q9UBF9
D114500,O76039
D114500,P25092
D114500,Q92734
D114500,Q96S42
D114500,Q8WYR1
D114500,Q9NQU5
D114500,Q86UX6
D114500,Q02878
D114500,P24385
D114500,Q8TD57
D114500,Q9NYF0
D114500,O75888
D114500,Q6GPH4
D114500,P40189
D114500,Q8IWA4
D114500,Q9H4A3
D114500,Q6E0U4
D114500,Q7Z407
D114500,Q8NBU5
D114500,Q6T310
D114500,Q9BW66
D114500,Q9Y573
D114500,Q16678
D114500,P52701
D114500,P47887
D114500,O96017
D114500,Q8TE82
D114500,Q8N6D2
D114500,Q14517
D114500,P50336
D114500,Q92731
D114500,P10145
D114500,Q9H7R0
D114500,Q9GZZ0
D114500,P43354
D114500,Q92838
D114500,Q9UJF2
D114500,Q8WWI1
D114500,Q5T4F7
D114500,P21709
D114500,O14827
D114500,O95864
D114500,P30154
D114500,P21266
D114500,Q9C0K0
D114500,Q6ZQR2
D114500,Q32MK0
D114500,Q8WXH2
D114500,Q9Y6X0
D114500,O15075
D114500,Q96ID5
D114500,Q9BY21
D114500,Q86XR5
D114500,Q9NY74
D114500,Q53TS8
D114500,P39687
D114500,Q16555
D114500,P13051
D114500,Q13609
D114500,Q9UKF5
D114500,Q9NPY3
D114500,Q96AJ9
D114500,P02751
D114500,Q9BWK5
D114500,P28356
D114500,Q86Y37
D114500,Q8WXI2
D114500,Q5VZL5
D114500,Q9BUG6
D114500,O60565
D114500,Q15198
D114500,Q13885
D114500,O14678
D114500,Q04609
D114500,O95677
D114500,Q9BV87
D114500,P30279
D114500,O14929
D114500,O95644
D114500,Q86W28
D114500,Q9NVE7
D114500,Q8IX12
D114500,Q15391
D114500,O15439
D114500,O75891
D114500,P49916
D114500,Q12860
D114500,Q92959
D114500,Q9UQB3
D114500,P00395
D114500,Q9UKC9
D114500,Q9H3R5
D114500,Q92832
D114500,Q96QT4
D114500,P78549
D114500,Q96A65
D114500,Q12889
D114500,Q9HAV0
D114500,Q8TE60
D114500,Q6FHJ7
D114500,P58004
D114500,O75643
D114500,P34059
D114500,O43795
D114500,O43257
D114500,Q9NZJ4
D114500,Q9NQC3
D114500,O95996
D114500,Q9HBW1
D114500,Q9Y228
D114500,Q99996
D114500,Q96QV1
D114500,P10415
D114500,A1E959
D114500,Q9P260
D114500,Q8WWZ7
D114500,Q8N4F0
D114500,P51170
D114500,O43683
D114500,Q92953
D114500,Q9UQ03
D114500,O15198
D114500,P35222
D114500,Q9UMF0
D114500,O75473
D114500,P09668
D114500,Q08AD1
D114500,Q12967
D114500,Q15796
D114500,P35638
D114500,Q8NF91
D114500,O95897
D114500,Q9GZY8
D114500,Q02643
D114500,P27540
D114500,Q8N0W4
D114500,P07225
D114500,Q9UJT2
D114500,Q9NXF8
D114500,Q7Z570
D114500,Q9Y2I2
D114500,Q3SY77
D114500,Q9Y2K7
D114500,Q9Y4W2
D114500,Q969H0
D114500,P12838
D114500,O43593
D114500,O60318
D114500,Q92729
D114500,Q9Y2E4
D114500,Q9BTA9
D114500,O15534
D114500,P22004
D114500,Q92633
D114500,Q13255
D114500,Q15375
D114500,O15438
D114500,O60229
D114500,Q00403
D114500,O15305
D114500,Q9BWV1
D114500,Q86UE4
D114500,Q9H6B1
D114500,Q9P253
D114500,P12259
D114500,Q16878
D114500,Q09428
D114500,P47974
D114500,Q68DV7
D114500,Q96JQ0
D114500,O94892
D114500,Q86UK0
D114500,Q9ULV1
D114500,Q9H1Y0
D114500,P35367
D114500,Q8WWQ0
D114500,Q5GFL6
D114500,P25054
D114500,P22059
D114500,P18858
D114500,Q9HAU8
D114500,P12643
D114500,O14948
D114500,P42702
D114500,O60566
D114500,Q3B7T1
D114500,P17038
D114500,P18074
D114500,Q9ULC5
D114500,Q9H4T2
D114500,Q8NG04
D114500,Q9BWX5
D114500,O95477
D114500,Q96RL7
D114500,Q8IUC4
D114500,Q9NVM9
D114500,P22695
D114500,Q6ZVT0
D114500,P20062
D114500,Q06455
D114500,Q8N2U9
D114500,P05091
D114500,Q8NDQ6
D114500,P11047
D114500,Q8NEZ4
D114500,P52790
D114500,Q6UX39
D114500,P13727
D114500,O95255
D114500,Q9H3H5
D114500,Q9H3V2
D114500,P51148
D114500,Q9UJX5
D114500,A8K979
D114500,P45973
D114500,P31350
D114500,O14498
D114500,Q07864
D114500,Q99879
D114500,Q8TD84
D114500,P03956
D114500,Q96MR9
D114500,Q8N1G4
D114500,O14497
D114500,Q9BWH6
D114500,O43281
D114500,Q9UK17
D114500,Q9BQT9
D114500,Q99758
D114500,P22392
D114500,Q96QB1
D114500,Q9UEF7
D114500,Q92820
D114500,O15287
D114500,P15559
D114500,Q9UHK6
D114500,O60488
D114500,Q9NZP6
D114500,Q02952
D114500,Q8N812
D114500,O75874
D114500,P40145
D114500,Q9HCU0
D114500,Q14790
D114500,P04141
D114500,Q96JB1
D114500,Q13887
D114500,Q13009
D114500,P05408
D114500,Q6UB35
D114500,Q8N752
D114500,Q8TC76
D114500,Q92502
D114500,P51168
D114500,Q9NR96
D114500,P29320
D114500,Q9Y282
D114500,Q99808
D114500,P41440
D114500,P37231
D114500,O15372
D114500,Q8WV37
D114500,P00325
D114500,Q15485
D114500,Q59H18
D114500,P46013
D114500,P27708
D114500,Q96HF1
D114500,Q9UQ84
D114500,P11137
D114500,P07477
D114500,Q96N16
D114500,P04179
D114500,P60484
D114500,P04818
D114500,P48146
D114500,Q96AA8
D114500,P10745
D114500,P35670
D114500,P50549
D114500,P36969
D114500,Q01484
D114500,Q14315
D114500,Q13363
D114500,Q8NB49
D114500,Q9UJ99
D114500,Q16322
D114500,P60981
D114500,Q9Y6Q1
D114500,P31274
D114500,Q9HCE6
D114500,P49593
D114500,P36543
D114500,P43246
D114500,O94911
D114500,P00403
D114500,Q8NA54
D114500,Q15139
D114500,P36897
D114500,Q8IWV2
D114500,P09488
D114500,Q15773
D114500,Q8N3A8
D114500,Q9ULW0
D114500,Q9UBB6
D114500,P01562
D114500,Q8IVL8
D114500,Q15027
D114500,P08183
D114500,P50749
D114500,P11509
D114500,P11926
D114500,P35900
D114500,Q8N807
D114500,P53814
D114500,P0DMS8
D114500,P14543
D114500,P08F94
D114500,Q9ULK0
D114500,Q03252
D114500,Q9UNY5
D114500,Q15762
D114500,P45844
D114500,Q8TEQ8
D114500,O00206
D114500,Q92187
D114500,P01563
D114500,P28288
D114500,Q15054
D114500,Q96PU8
D114500,Q86Y46
D114500,P02786
D114500,Q9BR76
D114500,P00156
D114500,P21926
D114500,Q5T1R4
D114500,Q15831
D114500,P33527
D114500,Q8IXK2
D114500,O15440
D114500,O43435
D114500,Q9H190
D114500,Q9HC96
D114500,Q96MZ0
D114500,P05177
D114500,P16870
D114500,Q9UJU2
D114500,P23109
D114500,P04406
D114500,O15392
D114500,P58012
D114500,Q86U70
D114500,Q12805
D114500,Q92994
D114500,Q7RTS6
D114500,Q16445
D114500,Q13332
D114500,P42336
D114500,P23443
D114500,Q9UNH5
D114500,Q49A92
D114500,P09874
D114500,P12830
D114500,P49281
D114500,P01375
D114500,Q13003
D114500,P05771
D114500,O95342
D114500,Q2M3G0
D114500,Q53GD3
D114500,Q8IZU8
D114500,O95834
D114500,Q86SS6
D114500,P10412
D114500,P09486
D114500,O15550
D114500,Q92888
D114500,Q8N474
D114500,O60427
D114500,Q07954
D114500,P25391
D114500,Q13228
D114500,P01344
D114500,Q8WWL7
D114500,P19113
D114500,Q14687
D114500,Q04637
D114500,Q969M1
D114500,O60281
D114500,Q13751
D114500,Q70Z35
D114500,Q9Y458
D114500,Q99572
D114500,Q02388
D114500,Q9UQ05
D114500,Q08289
D114500,O15020
D114500,P10826
D114500,Q14693
D114500,Q8NAP8
D114500,Q13023
D114500,Q9BXS6
D114500,Q12901
D114500,Q5JWF2
D114500,Q15293
D114500,Q3MIT2
D114500,Q13268
D114500,Q9BRK4
D114500,Q96EZ8
D114500,Q8NAX2
D114500,Q9H9B4
D114500,Q8TDN4
D114500,Q9BZA7
D114500,P62195
D114500,P78363
D114500,P46721
D114500,P23508
D114500,Q9H8L6
D114500,Q6ZRS4
D114500,Q9ULB5
D114500,O75593
D114500,Q9NR82
D114500,P04637
D114500,Q92796
D114500,Q92783
D114500,P02461
D114500,Q14956
D114500,P98164
D114500,O00400
D114500,P61221
D114500,P36871
D114500,Q9Y566
D114500,P17936
D114500,P40692
D114500,Q92673
D114500,Q9Y286
D114500,Q96PB8
D114500,Q6ZUT6
D114500,Q9UBV4
D114500,Q9UIF7
D114500,O43490
D114500,O75362
D114500,P35968
D114500,Q9NRK6
D114500,Q9UIJ5
D114500,Q9H596
D114500,P21359
D114500,Q86X53
D114500,Q6ZMD2
D114500,Q8NFG4
D114500,Q9H013
D114500,Q05513
D114500,Q8WY54
D114500,Q8WWZ4
D114500,Q6ZMN7
D114500,Q9NVD3
D114500,Q9H4D0
D114500,Q9H3D4
D114500,Q8N4B1
D114500,P04114
D114500,Q9NP58
D114500,Q13085
D114500,P30542
D114500,Q9UKV3
D114500,O14654
D114500,Q1L5Z9
D114500,Q03468
D114500,Q13064
D114500,Q06710
D114500,O60494
D114500,Q16134
D114500,Q8IW00
D114500,Q9BPZ3
D114500,Q9Y4R7
D114500,O14965
D114500,Q8IZW8
D114500,P08579
D114500,O60828
D114500,O75934
D114500,Q5VTD9
D114500,Q9NY72
D114500,Q8N7J2
D114500,O14646
D114500,Q8TB52
D114500,P21439
D114500,Q5MCW4
D114500,Q5U3C3
D114500,O75952
D114500,Q9NV12
D114500,Q8WWN8
D114500,Q9H6I2
D114500,Q9Y303
D114500,Q9UBJ2
D114500,P15531
D114500,O95803
D114500,Q9H2X9
D114500,Q96GM1
D114500,Q8WYN3
D114500,Q9NS39
D114500,Q68DX3
D114500,Q567U6
D114500,Q5VZB9
D114500,P19971
D114500,P33402
D114500,P48307
D114500,P35354
D114500,P18887
D114500,P28340
D114500,Q13247
D114500,Q9Y3F4
D114500,Q05932
D114500,P46821
D114500,Q9Y5W5
D114500,Q6YHK3
D114500,Q504Q3
D114500,Q8IYB4
D114500,O60218
D114500,P24347
D114500,O60477
D114500,Q8WUJ1
D114500,P01111
D114500,Q5VWI1
D114500,P98095
D114500,P54278
D114500,P35556
D114500,P82987
D114500,Q9ULJ6
D114500,P04183
D114500,Q96A00
D114500,Q9BRR0
D114500,Q07011
D114500,Q496F6
D114500,O00533
D114500,P16401
D114500,Q8TDY4
D114500,O60315
D114500,P25787
D114500,Q8N475
D114500,O60603
D114500,Q16881
D114500,P43146
D114500,Q9Y6Y9
D114500,Q5VST9
D114500,P12931
D114500,P10071
D114500,P33151
D114500,Q9Y5W3
D114500,Q8TCD5
D114500,Q9UHC1
D114500,Q8WXA8
D114500,Q8TDI0
D114500,P36894
D114500,P47898
D114500,Q92932
D114500,P13569
D114500,O75969
D114500,P55060
D114500,Q15382
D114500,Q9NYP3
D114500,P50591
D114500,P15529
D114500,Q13137
D114500,P16519
D114500,Q09472
D114500,Q6Q759
D114500,Q8IYF1
D114500,Q93098
D114500,Q8N139
D114500,O15105
D114500,P08235
D114500,Q13428
D114500,Q9HBX8
D114500,Q9BPX3
D114500,Q14031
D114500,Q7Z3I7
D114500,Q9Y2T1
D114500,P27797
D114500,O00602
D114500,Q12879
D114500,Q9NQB0
D114500,Q8IYH5
D114500,P60410
D114500,Q8N9W6
D114500,Q8TC94
D114500,Q13485
D114500,P12644
D114500,Q9UPW6
D114500,Q96KN9
D114500,P07949
D114500,Q12882
D114500,Q6DKJ4
D114500,Q15459
D114500,O75444
D114500,P43490
D114500,Q9GZU2
D114500,P23468
D114500,P49908
D114500,P46937
D114500,P84022
D114500,P21980
D114500,P25106
D114500,Q92887
D114500,P37173
D114500,Q8NHY0
D114500,O43424
D114500,O76050
D114500,Q8WU66
D114500,O76036
D114500,Q13263
D114500,Q15477
D114500,O00204
D114500,Q9UNL4
D114500,Q9BX82
D114500,Q8TE58
D114500,Q02156
D114500,P01137
D114500,P01106
D114500,Q6P9F0
D114500,Q9UBK8
D114500,P03901
D114500,Q9GZP0
D114500,O14522
D114500,Q9BRK5
D114500,P42898
D114500,P36952
D114500,Q9Y6D6
D114500,P00374
D114500,P60891
D114500,P11172
D114500,Q06547
D114500,Q15063
D114500,Q9NWK9
D114500,Q86YR7
D114500,Q9P2J8
D114500,P15056
D114500,P55347
D114500,P05164
D114500,Q9H8Y1
D114500,Q96RJ6
D114500,P00533
D114500,Q969F9
D114500,O15239
D114550,P00734
D114550,Q5SW24
D114550,O75947
D114550,Q7L590
D114550,P09919
D114550,Q96PZ7
D114550,P11166
D114550,P04731
D114550,Q13790
D114550,A6NLP5
D114550,O14777
D114550,P24387
D114550,P04732
D114550,Q53HL2
D114550,Q29983
D114550,Q6SJ93
D114550,P10632
D114550,Q69YH5
D114550,Q9C0A0
D114550,P49736
D114550,Q96KB5
D114550,Q6Q0C1
D114550,Q86X60
D114550,P01116
D114550,Q9ULZ3
D114550,O60543
D114550,P81605
D114550,P05412
D114550,Q6UXH9
D114550,P40763
D114550,P08253
D114550,P78337
D114550,Q9BZ71
D114550,Q96FF9
D114550,P25963
D114550,P24385
D114550,Q6UVK1
D114550,Q9UK05
D114550,Q13576
D114550,Q53EZ4
D114550,P05231
D114550,P18146
D114550,O75140
D114550,Q13835
D114550,P16152
D114550,P10145
D114550,P27695
D114550,P00450
D114550,O75330
D114550,Q6P1N9
D114550,P11802
D114550,Q9NPD8
D114550,Q96RI1
D114550,O95715
D114550,P02748
D114550,P33981
D114550,P09471
D114550,P01100
D114550,O94819
D114550,P11717
D114550,Q13609
D114550,P42345
D114550,P28356
D114550,Q9P126
D114550,P43360
D114550,P78318
D114550,O43462
D114550,P35858
D114550,Q96DY7
D114550,Q15198
D114550,Q76LX8
D114550,Q13868
D114550,P30041
D114550,P25789
D114550,P02743
D114550,Q8IYA6
D114550,Q96S65
D114550,Q96KN2
D114550,Q9ULD2
D114550,Q9BZD4
D114550,Q969D9
D114550,Q9Y3C1
D114550,O43663
D114550,P35568
D114550,Q9NYL5
D114550,P18283
D114550,O14746
D114550,P02741
D114550,P49716
D114550,P23921
D114550,O00425
D114550,Q9NVI1
D114550,Q9BXS9
D114550,Q5TB30
D114550,P10244
D114550,Q9H7Y0
D114550,Q3SXZ7
D114550,Q12770
D114550,O95229
D114550,P07099
D114550,Q92905
D114550,Q99674
D114550,Q96T88
D114550,Q96QV1
D114550,Q14691
D114550,P11161
D114550,Q16384
D114550,O95997
D114550,P31260
D114550,O15245
D114550,P30101
D114550,Q15058
D114550,O43683
D114550,Q6UXB4
D114550,P04049
D114550,Q14994
D114550,Q68BL7
D114550,P35222
D114550,P42224
D114550,O00622
D114550,P29460
D114550,Q9UPN4
D114550,Q99618
D114550,Q14C87
D114550,Q96GD4
D114550,Q7Z4G4
D114550,P22352
D114550,Q9H967
D114550,P16949
D114550,Q5EE01
D114550,Q5T848
D114550,Q9NP59
D114550,Q13257
D114550,Q9NZQ7
D114550,P51946
D114550,P00558
D114550,Q9NR00
D114550,Q658N2
D114550,Q86U10
D114550,P14618
D114550,Q9HBM1
D114550,Q6YN16
D114550,O95237
D114550,P26583
D114550,Q16539
D114550,Q16827
D114550,P09525
D114550,Q9BQQ7
D114550,Q96K78
D114550,P29459
D114550,P0C024
D114550,P11388
D114550,Q9NQW6
D114550,Q9H211
D114550,Q8IZT6
D114550,O14508
D114550,Q9NVP2
D114550,Q96HA7
D114550,Q9BXW9
D114550,Q15034
D114550,P11245
D114550,P25054
D114550,Q02928
D114550,Q9Y279
D114550,O75061
D114550,Q9BYG7
D114550,A1Z1Q3
D114550,P42702
D114550,O60566
D114550,P09211
D114550,P31271
D114550,P01112
D114550,Q8N4T4
D114550,P05093
D114550,P35611
D114550,P20073
D114550,Q96BW5
D114550,O75636
D114550,P09172
D114550,Q8N912
D114550,O14764
D114550,Q9ULZ1
D114550,Q68BL8
D114550,Q99661
D114550,O94813
D114550,Q8NEZ4
D114550,O95050
D114550,Q9BYV7
D114550,P05121
D114550,O75419
D114550,O95750
D114550,Q8NI77
D114550,P51679
D114550,P31350
D114550,P38646
D114550,Q9UHI8
D114550,O14497
D114550,Q02241
D114550,P32241
D114550,P51654
D114550,P04035
D114550,P54840
D114550,Q99988
D114550,Q8TAT5
D114550,P14316
D114550,Q9BXY4
D114550,Q92523
D114550,Q04756
D114550,P11597
D114550,P08151
D114550,P07339
D114550,P12821
D114550,P32119
D114550,P10636
D114550,Q05397
D114550,O60488
D114550,Q8N608
D114550,P40123
D114550,O75874
D114550,O75496
D114550,P14780
D114550,O95461
D114550,O75604
D114550,Q16627
D114550,Q9HBJ8
D114550,Q14790
D114550,P09467
D114550,P04141
D114550,Q8TCS8
D114550,Q7Z3G6
D114550,O43379
D114550,Q12772
D114550,Q00266
D114550,O95409
D114550,P42773
D114550,P37268
D114550,P37231
D114550,O15372
D114550,P28906
D114550,Q7RTR2
D114550,Q15485
D114550,Q96PX1
D114550,Q99798
D114550,P27918
D114550,P04733
D114550,P08319
D114550,P46013
D114550,Q03164
D114550,P51955
D114550,Q15648
D114550,Q9H2X3
D114550,P11168
D114550,P06733
D114550,Q8N5Z0
D114550,Q8WV24
D114550,Q9BUB7
D114550,Q9UQ84
D114550,P07355
D114550,P39059
D114550,P21964
D114550,P04179
D114550,Q9UII4
D114550,Q9H040
D114550,P60484
D114550,Q8NA29
D114550,P04818
D114550,Q9UBF1
D114550,P35670
D114550,Q96GV9
D114550,Q8NI99
D114550,Q06830
D114550,Q8WWZ8
D114550,P24864
D114550,O15205
D114550,O95352
D114550,Q9H0H5
D114550,P09488
D114550,Q9ULW0
D114550,Q8IX90
D114550,P01562
D114550,P36956
D114550,Q92911
D114550,P41002
D114550,P08183
D114550,O14543
D114550,P15884
D114550,P46940
D114550,P52799
D114550,Q14703
D114550,P10275
D114550,P06493
D114550,O15169
D114550,P03372
D114550,P31947
D114550,O43866
D114550,Q13522
D114550,O00206
D114550,P05019
D114550,P53350
D114550,P17027
D114550,Q9Y251
D114550,Q8N371
D114550,Q92560
D114550,O00762
D114550,Q02224
D114550,O15327
D114550,P04798
D114550,O15218
D114550,P51812
D114550,O94921
D114550,Q07817
D114550,P05177
D114550,Q9H6E4
D114550,Q8WWQ8
D114550,Q9NP71
D114550,P01133
D114550,P04406
D114550,P29622
D114550,O15392
D114550,P23025
D114550,Q9UPY3
D114550,P00918
D114550,P05181
D114550,P06400
D114550,P11387
D114550,Q8IUK5
D114550,Q12815
D114550,Q9BW72
D114550,P08034
D114550,P42336
D114550,Q01469
D114550,Q99497
D114550,Q5SRH9
D114550,Q13315
D114550,P53539
D114550,Q16667
D114550,Q9NQC7
D114550,P05787
D114550,Q07869
D114550,Q6EMK4
D114550,P46527
D114550,P52732
D114550,Q9H6Z9
D114550,P49281
D114550,P04216
D114550,P05783
D114550,P01375
D114550,Q8NE35
D114550,A6QL63
D114550,Q9Y5A9
D114550,P18847
D114550,P09936
D114550,Q9NUG6
D114550,P30307
D114550,P13804
D114550,Q8N474
D114550,Q7Z2Z1
D114550,Q12834
D114550,P01344
D114550,Q9NZF1
D114550,P35232
D114550,Q9Y5X0
D114550,O15164
D114550,P55055
D114550,P10912
D114550,Q9H8V3
D114550,P20823
D114550,Q16610
D114550,Q8IZU2
D114550,Q63ZE4
D114550,P02647
D114550,P14210
D114550,Q9BXS6
D114550,Q14765
D114550,P35869
D114550,P55957
D114550,Q9UEW3
D114550,P43357
D114550,P18089
D114550,P55290
D114550,P10073
D114550,P19320
D114550,Q96BD8
D114550,P40261
D114550,P02788
D114550,Q13112
D114550,P49789
D114550,Q8IVD9
D114550,P00519
D114550,P04637
D114550,P52895
D114550,Q15466
D114550,Q9BWF2
D114550,Q96AG4
D114550,Q9NZN3
D114550,P43355
D114550,Q86VI3
D114550,Q9BW19
D114550,Q96T25
D114550,Q86TX2
D114550,Q08188
D114550,Q6UXH8
D114550,P20813
D114550,P17676
D114550,P08069
D114550,Q01831
D114550,Q96MF2
D114550,P02771
D114550,Q9NZI8
D114550,P18510
D114550,Q15067
D114550,P01135
D114550,P32246
D114550,P15104
D114550,P49327
D114550,Q15003
D114550,Q9UIJ5
D114550,Q9NYZ3
D114550,Q9H227
D114550,Q9BX97
D114550,Q8NFG4
D114550,Q7L2K0
D114550,Q92597
D114550,Q3SYC2
D114550,O43196
D114550,P11021
D114550,Q9H4D0
D114550,Q16762
D114550,Q13099
D114550,Q13085
D114550,P60709
D114550,P08243
D114550,P01023
D114550,P01009
D114550,P07585
D114550,Q8N726
D114550,P04181
D114550,O14965
D114550,Q14749
D114550,Q99640
D114550,Q13761
D114550,P78396
D114550,P11487
D114550,P21439
D114550,Q9HD64
D114550,Q68CP9
D114550,P37802
D114550,Q16654
D114550,P15531
D114550,O00767
D114550,Q13309
D114550,P62753
D114550,Q5ZPR3
D114550,P53805
D114550,Q71F23
D114550,Q9NQ30
D114550,Q9NYQ7
D114550,Q8NCD3
D114550,Q86VB7
D114550,Q13002
D114550,P08581
D114550,P48307
D114550,Q9Y5Y0
D114550,P35354
D114550,Q8TE56
D114550,Q14651
D114550,P48163
D114550,Q9H4H8
D114550,Q9Y6A5
D114550,O60218
D114550,Q03426
D114550,Q15004
D114550,P06737
D114550,P01127
D114550,Q9NS87
D114550,P61587
D114550,Q8NBW4
D114550,P63000
D114550,P05161
D114550,P51674
D114550,Q9NYQ3
D114550,P04183
D114550,P49454
D114550,P04180
D114550,Q15398
D114550,Q14680
D114550,Q8WYK2
D114550,P52757
D114550,Q8TDD1
D114550,Q5T1C6
D114550,P49715
D114550,Q9UMN6
D114550,O43175
D114550,O60701
D114550,P51608
D114550,Q07912
D114550,Q6P4F7
D114550,P60568
D114550,P52209
D114550,P19883
D114550,O95235
D114550,Q96H15
D114550,O75023
D114550,P12004
D114550,Q9H3Y6
D114550,A0AVK6
D114550,Q92698
D114550,Q15465
D114550,Q15645
D114550,Q8TF08
D114550,Q92574
D114550,O75376
D114550,P04792
D114550,P53396
D114550,O95067
D114550,P26439
D114550,P02795
D114550,O95661
D114550,Q15910
D114550,P78543
D114550,P19827
D114550,O95070
D114550,Q96N76
D114550,Q8TE67
D114550,Q8N8U9
